炉号,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,C_Yield,Mn_Yield,S_Yield
7A06702             ,Q345B      ,1710,0.0007700000000000001,0.0012,0.00029,0.00032,0.003,76250,0.0018,0.0142,0.00028,0.00032,0.0035,0.43,0.0026,0.006,0.013999999999999999,0.027999999999999997,0.0045,0.0025,0.004,0,0,23,0,0,0,75,0,0,0,0,68,0,1450,0,0,0.8706026460334438,1.029549231408392,-2.6293103448275956
7A06701             ,HRB400B    ,1672,0.0005099999999999999,0.0011,0.00027,0.00033,0.002,70000,0.0022,0.0134,0.00031,0.00027,0.0038,0.45799999999999996,0.0026,0.006,0.016,0.035,0.0043,0.0021,0.004,0,0,4,0,40,25,0,0,0,0,0,75,0,1450,132,0,0.8674674058104919,0.8942667220606564,8.997429305912597
7A06700             ,HRB400B    ,1684,0.00065,0.0013,0.00027,0.00033999999999999997,0.002,74600,0.0023,0.0138,0.00028,0.0004,0.0037,0.475,0.003,0.006,0.013999999999999999,0.035,0.0088,0.0064,0.0041,0,0,5,0,40,25,0,0,0,0,0,68,0,1450,132,0,0.9493729464574945,0.9685292895720814,2.3971722365038515
7A06699             ,HRB400B    ,1679,0.00084,0.0014,0.0002,0.00031,0.002,72600,0.0023,0.0141,0.00029,0.00033,0.004,0.48,0.0028,0.006,0.013999999999999999,0.035,0.0046,0.0024,0.004,0,0,5,0,40,25,0,0,0,0,0,60,0,1500,132,0,0.8629909463948413,0.9257228915662651,20.342465753424648
7A06698             ,HRB400B    ,1686,0.00085,0.001,0.00025,0.00021,0.002,72250,0.0023,0.0132,0.00031,0.00036,0.0037,0.465,0.0032,0.006,0.013999999999999999,0.034,0.0059,0.0036,0.0035,0,0,5,0,40,25,0,0,0,0,0,58,0,1500,132,0,0.8664932508436447,0.8849899598393575,13.496264009962644
7A06697             ,Q345B      ,1680,0.00065,0.0011,0.00032,0.00031,0.002,72200,0.0016,0.0138,0.00029,0.00037,0.003,0.40299999999999997,0.0029,0.008,0.017,0.027000000000000003,0.0044,0.0025,0.003,0,0,23,0,0,0,50,0,0,0,0,51,0,1450,0,0,0.9294415762158355,0.9523680930619027,-7.468965517241392
7A06696             ,Q345B      ,1680,0.0007,0.0012,0.00028,0.00016999999999999999,0.002,72200,0.0016,0.0136,0.00028,0.00028,0.0033,0.4,0.0028,0.006999999999999999,0.015,0.026000000000000002,0.0056,0.0036,0.004,0,0,21,0,0,0,50,0,0,0,0,51,0,1450,0,0,0.8805235985202653,0.9298712089738262,0.0
7A06695             ,HRB400B    ,1673,0.00061,0.0012,0.00032,0.00028,0.002,73050,0.0022,0.0134,0.00033,0.0003,0.0038,0.45799999999999996,0.003,0.006,0.015,0.034,0.004,0.0018,0.0037,0,0,5,0,40,25,0,0,0,0,0,68,0,1450,132,0,0.8958420102734973,0.9256439551308683,2.3473650385604086
7A06694             ,HRB400B    ,1672,0.00067,0.0011,0.00032,0.00028,0.002,75850,0.0024,0.0131,0.00031,0.00025,0.0035,0.47100000000000003,0.0021,0.005,0.013999999999999999,0.033,0.0038,0.0016,0.0035,0,0,5,0,40,25,0,0,0,0,0,68,0,1540,132,0,1.000278235150628,0.8901189172273509,-2.304070473876068
7A06693             ,HRB400B    ,1666,0.00035,0.0009,0.00032,0.0002,0.003,74300,0.0024,0.013000000000000001,0.00031,0.00025,0.0036,0.47100000000000003,0.0026,0.006999999999999999,0.017,0.033,0.0038,0.0016,0.0037,0,0,5,0,40,50,0,0,0,0,0,85,0,1520,132,0,1.0350017667364302,0.8907637127457197,-2.2847478474784815
7A06692             ,HRB400B    ,1639,0.00037,0.001,0.00029,0.00023999999999999998,0.002,71850,0.0023,0.0131,0.00032,0.00028,0.0036,0.46299999999999997,0.0028,0.006999999999999999,0.015,0.033,0.0038,0.0016,0.0037,0,0,4,0,40,50,0,0,0,0,0,82,0,1480,132,0,0.9656451073786246,0.8846721344838815,6.795397225725094
7A06690             ,Q345B      ,1802,0.00066,0.0009,0.00027,0.00021,0.002,71600,0.0018,0.0137,0.00027,0.00022,0.0035,0.42,0.0021,0.008,0.017,0.027000000000000003,0.0062,0.0043,0.003,0,0,23,0,0,0,125,0,0,0,0,85,0,1520,0,0,0.7564256423325533,0.9080532656943563,0.0
7A06687             ,HRB400B    ,1672,0.00067,0.0011,0.00031,0.00026000000000000003,0.0,72400,0.0024,0.0128,0.00033999999999999997,0.00031,0.0035,0.47,0.0034,0.006999999999999999,0.016,0.035,0.0037,0.0015,0.0031,0,0,4,0,38,50,0,0,200,0,0,68,0,1200,132,0,0.9724700266619459,0.9112306368330464,7.220744680851054
7A06686             ,HRB400B    ,1645,0.0006900000000000001,0.0009,0.00039,0.00022999999999999998,0.002,75050,0.0024,0.0128,0.00036,0.00026000000000000003,0.0037,0.469,0.0034,0.01,0.015,0.032,0.0049,0.0027,0.0033,0,0,5,0,40,50,0,0,200,0,0,68,0,1240,132,0,0.9911301782459606,0.9340434655287818,-7.281694695989652
7A06685             ,HRB400B    ,1663,0.0007,0.0008,0.00035,0.0002,0.002,73200,0.0023,0.0131,0.00035,0.00023999999999999998,0.0037,0.46299999999999997,0.0029,0.006,0.013999999999999999,0.036000000000000004,0.0037,0.0015,0.0041,0,0,5,0,39,25,0,0,200,0,0,68,0,1240,132,0,0.9045349545763117,0.9416415662650603,0.0
7A06683             ,HRB400B    ,1692,0.00047000000000000004,0.0008,0.00029,0.00018999999999999998,0.003,73700,0.0023,0.0134,0.00032,0.00027,0.0035,0.46799999999999997,0.0026,0.011000000000000001,0.015,0.036000000000000004,0.0039,0.0017,0.0033,0,0,32,0,0,75,0,0,0,0,0,85,0,1570,132,0,0.9119683548583406,0.89077967922646,6.75733496332519
7A06680             ,HRB400D    ,1668,0.00066,0.0009,0.00029,0.00015,0.002,74500,0.0023,0.0141,0.00033,0.00022,0.0039,0.48,0.003,0.008,0.017,0.033,0.0039,0.0017,0.0039,0,0,30,0,0,0,50,0,200,0,0,68,0,1420,132,0,0.9213691584908789,0.9142124051762607,8.837485172004746
7A06679             ,HRB400D    ,1664,0.0007700000000000001,0.0008,0.00028,0.00014,0.002,69350,0.0025,0.0146,0.00031,0.0002,0.0043,0.51,0.0034,0.011000000000000001,0.016,0.035,0.004,0.0018,0.0035,0,0,30,0,0,0,25,0,200,0,0,58,0,1320,132,0,0.9897866161772408,0.948230421686747,6.55895334174023
7A06678             ,HRB400D    ,1664,0.00067,0.0008,0.00025,0.00016,0.002,73800,0.0024,0.0133,0.00028,0.00022999999999999998,0.0036,0.47600000000000003,0.0028,0.008,0.015,0.031,0.0054,0.0031,0.0034,0,0,9,0,30,0,50,0,200,0,0,85,0,1280,132,0,0.8706628477905072,0.938721100618691,7.0241116751269
7A06677             ,HRB400D    ,1658,0.00088,0.0009,0.00028,0.00014,0.002,72550,0.0024,0.0133,0.00026000000000000003,0.00016999999999999999,0.0039,0.475,0.0028,0.006999999999999999,0.016,0.03,0.006,0.0037,0.0035,0,0,9,0,30,25,0,0,200,0,0,54,0,1300,132,0,0.9422641477190192,0.9032329317269077,-4.5457393483709065
7A06676             ,HRB400D    ,1799,0.00067,0.0012,0.00029,0.00027,0.003,75250,0.0024,0.0131,0.00032,0.00029,0.0038,0.47100000000000003,0.0027,0.006,0.013000000000000001,0.03,0.006,0.0037,0.0034,0,0,8,0,30,50,0,0,200,0,0,68,0,1320,132,0,0.9951801426463732,0.8872413998097656,6.984839108910892
7A06675             ,HRB400D    ,1654,0.00067,0.001,0.00022999999999999998,0.00022999999999999998,0.003,77600,0.0024,0.0136,0.00028,0.00025,0.0039,0.48,0.0024,0.006999999999999999,0.013000000000000001,0.033,0.0048,0.0026,0.0032,0,0,10,0,32,25,0,0,200,0,0,68,0,1400,132,0,1.0156514792039897,0.9203313253012047,11.425206124852764
7A06674             ,HRB400D    ,1660,0.0005,0.0014,0.00029,0.00036,0.002,69050,0.0025,0.0141,0.00028,0.00036,0.0039,0.499,0.0026,0.006,0.013000000000000001,0.033,0.0043,0.002,0.0035,0,0,9,0,28,50,0,0,200,0,0,95,0,1310,88,0,0.9633306547021137,0.8746259873932817,-2.182364096080911
7A06673             ,HRB400D    ,1641,0.0006900000000000001,0.0013,0.00027,0.00028,0.002,73450,0.0024,0.0138,0.00032,0.00035,0.0039,0.484,0.0027,0.004,0.013999999999999999,0.032,0.1676,0.1335,0.0022,0,0,9,0,29,50,0,0,200,0,0,68,0,1340,132,0,0.9576789612496843,0.897869073697387,11.230886850152903
7A06672             ,HRB400D    ,1686,0.0005,0.0011,0.00027,0.00027,0.002,74050,0.0023,0.0128,0.00029,0.00029,0.0036,0.456,0.0025,0.005,0.016,0.031,0.006999999999999999,0.0044,0.002,0,0,9,0,28,50,0,0,200,0,0,85,0,1260,132,0,0.9122778679705529,0.8936963607856081,4.765122265122259
7A06669             ,HRB400D    ,1640,0.00064,0.0011,0.00037999999999999997,0.0002,0.002,69200,0.0023,0.0137,0.00036,0.00026000000000000003,0.0038,0.473,0.0028,0.006999999999999999,0.018000000000000002,0.033,0.0066,0.0041,0.0043,0,0,9,0,28,25,0,0,200,0,0,80,0,1300,132,0,0.8090329523589515,0.8754216867469881,-4.341279799247167
7A06668             ,HRB400D    ,1651,0.0006,0.0011,0.00032,0.00016999999999999999,0.002,69950,0.0024,0.0132,0.00033999999999999997,0.00022,0.0037,0.474,0.0026,0.003,0.017,0.032,0.0108,0.0068,0.0038,0,0,9,0,28,25,0,0,200,0,0,80,0,1280,132,0,0.8889011258990671,0.8612778817974601,4.444091486658188
7A06667             ,HRB400D    ,1641,0.0006900000000000001,0.0016,0.00033,0.0003,0.002,73200,0.0024,0.0138,0.00033,0.00033,0.0038,0.484,0.0029,0.006999999999999999,0.015,0.031,0.0063,0.004,0.0029,0,0,9,0,28,25,0,0,200,0,0,80,0,1320,132,0,0.8794689404946922,0.8848287888395688,0.0
7A06666             ,HRB400D    ,1656,0.00056,0.0012,0.00026000000000000003,0.00014,0.003,71550,0.0023,0.0137,0.00028,0.00021,0.0039,0.47200000000000003,0.0026,0.006999999999999999,0.016,0.032,0.2433,0.1909,0.0028,0,0,9,0,28,50,0,0,200,0,0,95,0,1310,132,0,0.7952193708609271,0.892020067023059,4.460723192019942
7A06665             ,HRB400D    ,1638,0.00045,0.0013,0.00037999999999999997,0.00047999999999999996,0.003,70800,0.0023,0.0139,0.00033999999999999997,0.00033,0.0037,0.474,0.0022,0.006,0.017,0.032,0.0062,0.0038,0.0021,0,0,9,0,28,50,0,0,200,0,0,95,0,1300,132,0,0.8375387181015278,0.8956626506024096,-8.88331242158092
7A06664             ,HRB400D    ,1693,0.00072,0.0011,0.00032,0.00028,0.003,70900,0.0024,0.013999999999999999,0.00033,0.00032,0.0039,0.48700000000000004,0.0024,0.006,0.013999999999999999,0.033,0.0069,0.0043,0.0034,0,0,9,0,28,25,0,0,200,0,0,80,0,1320,132,0,0.8368908736794475,0.9062004597336715,2.1964064436183275
7A06663             ,HRB400D    ,1679,0.00053,0.001,0.0003,0.00022,0.002,73300,0.0023,0.0132,0.00036,0.00025,0.0038,0.46399999999999997,0.0025,0.006,0.013999999999999999,0.033,0.0069,0.0043,0.0054,0,0,9,0,28,50,0,0,200,0,0,85,0,1330,132,0,0.880813432471038,0.8802464761004802,13.540640394088681
7A06662             ,HRB400D    ,1653,0.0007,0.0009,0.00037999999999999997,0.00023999999999999998,0.002,74550,0.0023,0.013000000000000001,0.00037,0.00022999999999999998,0.0033,0.45799999999999996,0.0019,0.004,0.013999999999999999,0.031,0.0062,0.0039,0.0014,0,0,9,0,28,50,0,0,200,0,0,75,0,1330,88,0,0.9580969149407856,0.8879193243562485,-2.326779026217217
7A06661             ,HRB400D    ,1684,0.00072,0.0007,0.00026000000000000003,0.00022,0.002,67050,0.0023,0.0133,0.00035,0.00023999999999999998,0.0035,0.462,0.0016,0.004,0.01,0.032,0.0064,0.004,0.0011,0,0,8,0,27,25,0,0,0,0,0,68,0,1390,88,0,0.9180657176258322,0.9153484441362572,20.65195071868582
7A06660             ,HRB400D    ,1682,0.00066,0.0011,0.00023999999999999998,0.00022,0.002,70850,0.0023,0.0132,0.00033,0.00022,0.0035,0.46299999999999997,0.0023,0.004,0.017,0.034,0.0068,0.0042,0.0028,0,0,8,0,30,25,0,0,0,0,0,68,0,1505,88,0,0.9900816305663012,0.8578683504783253,20.1915769474351
7A06659             ,HRB400D    ,1691,0.0009400000000000001,0.0013,0.00029,0.0002,0.002,71700,0.0023,0.0132,0.00035,0.00028,0.0034,0.46299999999999997,0.0023,0.005,0.017,0.033,0.0062,0.0039,0.0012,0,0,9,0,30,0,0,0,0,0,0,51,0,1450,88,20,0.9320869781418002,0.8861965101786454,14.114173228346454
7A06658             ,HRB400D    ,1692,0.00063,0.0012,0.00035,0.00033,0.002,75400,0.0024,0.0132,0.00035,0.00033,0.0037,0.473,0.0027,0.005,0.018000000000000002,0.03,0.0055,0.0034,0.0006,0,0,9,0,29,0,0,0,0,0,0,51,0,1503,88,20,1.264827949238749,0.9066204939518552,0.0
7A06657             ,HRB400D    ,1666,0.00066,0.0013,0.00027,0.00026000000000000003,0.002,72300,0.0024,0.0134,0.00035,0.00031,0.0037,0.47700000000000004,0.0025,0.006999999999999999,0.016,0.032,0.006,0.0038,0.003,0,0,9,0,29,25,0,0,0,0,0,85,0,1418,88,0,0.9516331444469911,0.9291361496762792,19.396378269617703
7A06656             ,HRB400D    ,1664,0.0006900000000000001,0.0009,0.00033999999999999997,0.00026000000000000003,0.002,76300,0.0024,0.0131,0.00031,0.00028,0.0036,0.47200000000000003,0.003,0.006999999999999999,0.013000000000000001,0.03,0.0054,0.0034,0.0019,0,0,9,0,29,25,0,0,0,0,0,85,0,1498,88,0,0.97691678166221,0.935846188492287,-7.285168682367911
7A06655             ,HRB400D    ,1672,0.00061,0.0011,0.00033999999999999997,0.00028,0.002,78150,0.0022,0.0137,0.0003,0.00028,0.0037,0.465,0.0035,0.009000000000000001,0.019,0.034,0.0077,0.0048,0.0058,0,0,10,0,30,25,0,0,0,0,0,68,0,1580,88,0,1.047419352119562,0.9385866249809363,-9.449818621523583
7A06654             ,HRB400D    ,1657,0.00084,0.0011,0.00022999999999999998,0.00022,0.002,78600,0.0023,0.0137,0.00033,0.00032,0.0037,0.474,0.0031,0.006,0.021,0.034,0.0069,0.0043,0.0027,0,0,10,0,30,0,0,0,0,0,0,51,0,1581,88,0,1.12143066549399,0.9433940696371823,23.74622356495468
7A06653             ,HRB400D    ,1688,0.00074,0.0013,0.00029,0.00022,0.002,74600,0.0023,0.0132,0.00033999999999999997,0.00027,0.0034,0.46299999999999997,0.0024,0.005,0.017,0.033,0.0061,0.0038,0.0026,0,0,9,0,29,25,0,0,0,0,0,68,0,1568,88,0,0.9826904418712458,0.852651678141136,11.365021328458248
7A06652             ,HRB400D    ,1672,0.00078,0.0013,0.00027,0.00028,0.002,72700,0.0023,0.0138,0.00037,0.00032,0.0038,0.474,0.0026,0.006,0.016,0.032,0.0061,0.0038,0.003,0,0,9,0,29,25,0,0,0,0,0,68,0,1513,88,0,0.9405324157019821,0.9045600777200009,22.919293820933163
7A06651             ,HRB400D    ,1693,0.00079,0.0009,0.00031,0.00026000000000000003,0.003,76100,0.0022,0.0134,0.00037,0.00033,0.0036,0.45899999999999996,0.0031,0.006999999999999999,0.02,0.032,0.0063,0.0039,0.0036,0,0,9,0,29,25,0,0,0,0,0,68,0,1579,88,0,0.9046317896282784,0.9072865241841335,13.819612590799027
7A06650             ,HRB400D    ,1662,0.0006799999999999999,0.0009,0.0004,0.00027,0.002,72200,0.0023,0.0139,0.00036,0.00033999999999999997,0.0036,0.478,0.0033,0.006999999999999999,0.022000000000000002,0.032,0.1211,0.0977,0.0049,0,0,9,0,29,25,0,0,0,0,0,85,0,1550,88,0,0.8700095730508577,0.9119704624951417,-8.897104128157737
7A06649             ,HRB400D    ,1696,0.00035,0.0008,0.00032,0.00027,0.002,73450,0.0024,0.0137,0.00033,0.0003,0.0035,0.483,0.0025,0.006999999999999999,0.021,0.033,0.0408,0.035,0.0034,0,0,28,0,0,75,0,0,0,0,0,102,0,1560,132,0,0.9179011216776394,0.9147213855421685,2.258610086100852
7A06648             ,HRB400B    ,1660,0.00063,0.0009,0.00032,0.0003,0.002,75900,0.0023,0.0132,0.00033,0.00027,0.0035,0.465,0.0026,0.006,0.019,0.033,0.006,0.0038,0.0027,0,0,31,0,0,0,50,0,0,0,0,85,0,1550,132,0,0.8579638140750117,0.9070831713952584,2.348391089108912
7A06647             ,HRB400B    ,1658,0.00057,0.0008,0.00033999999999999997,0.00018,0.002,74600,0.0023,0.0139,0.00033,0.00022,0.004,0.47600000000000003,0.0024,0.006,0.02,0.034,0.0065,0.0041,0.0027,0,0,31,0,0,0,75,0,0,0,0,102,0,1584,88,0,0.8517077645459435,0.929152214920287,-2.291154791154787
7A06646             ,HRB400B    ,1655,0.0009599999999999999,0.0009,0.00022999999999999998,0.00014,0.002,73300,0.0024,0.0135,0.00036,0.00022999999999999998,0.0042,0.48,0.003,0.006,0.021,0.035,0.0079,0.0056,0.0028,0,0,30,0,0,0,50,0,0,0,0,51,0,1450,132,0,0.9308182756157569,0.9592646447860406,31.42810026385225
7A06645             ,HRB400B    ,1675,0.0009199999999999999,0.0011,0.00023999999999999998,0.00022,0.002,71600,0.0024,0.0137,0.00033999999999999997,0.00023999999999999998,0.0042,0.483,0.0029,0.006999999999999999,0.018000000000000002,0.032,0.0068,0.0042,0.0023,0,0,30,0,0,0,50,0,0,0,0,51,0,1450,132,0,0.9344868030018428,0.9370170336518487,23.614775725593667
7A06644             ,HRB400B    ,1676,0.0004,0.0007,0.00037999999999999997,0.00033,0.001,73500,0.0024,0.0129,0.00036,0.00036,0.0036,0.47100000000000003,0.0031,0.009000000000000001,0.019,0.035,0.0065,0.004,0.0027,0,0,0,0,48,50,0,0,0,0,0,85,0,1450,132,0,1.0068575906103336,0.9313460739509761,-4.699488491048578
7A06643             ,HRB400B    ,1726,0.00028,0.0007,0.00033999999999999997,0.00016,0.002,72500,0.0023,0.0132,0.00039,0.00025,0.0039,0.465,0.0026,0.008,0.019,0.036000000000000004,0.0059,0.0037,0.0032,0,0,32,0,0,75,0,0,0,0,0,90,0,1500,132,0,0.9666666666666666,0.9098895582329317,11.574074074074074
7A06642             ,HRB500D    ,1656,0.0008900000000000001,0.0009,0.00033,0.00014,0.002,70250,0.0022,0.0144,0.00035,0.0002,0.0048,0.485,0.0029,0.004,0.018000000000000002,0.08199999999999999,0.0063,0.0039,0.0042,0,0,76,0,0,0,25,0,0,0,120,85,0,1550,0,0,0.8511961744615713,0.9214681305868635,4.206586826347298
7A06641             ,HRB500D    ,1692,0.0006900000000000001,0.0008,0.00023999999999999998,0.00015,0.002,73800,0.0022,0.0147,0.0004,0.00025,0.0048,0.49,0.0027,0.006,0.016,0.085,0.0076,0.0048,0.0069,0,0,80,0,0,0,50,0,0,0,120,102,0,1600,0,0,0.8888091307156701,0.9655685240963854,34.32558139534884
7A06640             ,HRB500D    ,1651,0.0010400000000000001,0.0009,0.00036,0.00014,0.002,69400,0.0022,0.0141,0.00033,0.00018,0.0046,0.48,0.0025,0.008,0.017,0.08,0.0072,0.0045,0.0054,0,0,73,0,0,0,25,0,0,0,120,70,0,1480,0,0,0.8700736553706816,0.9321882123086941,-6.506250000000001
7A06639             ,HRB500D    ,1650,0.00078,0.0008,0.00031,0.00011,0.002,68200,0.0023,0.0144,0.0003,0.00018,0.0047,0.495,0.0024,0.005,0.017,0.086,0.0077,0.0048,0.0059,0,0,75,0,0,0,50,0,0,0,120,92,0,1520,0,0,0.906003373565579,0.9189917564996829,-2.0792682926829333
7A06638             ,HRB500D    ,1659,0.00121,0.0011,0.00031,0.00021,0.002,243250,0.0022,0.0145,0.00031,0.00023999999999999998,0.0046,0.488,0.0029,0.006999999999999999,0.016,0.085,0.0072,0.0045,0.0048,0,120,77,0,0,0,25,0,0,0,0,58,0,1530,0,0,2.944573171850067,3.2084711394598,0.0
7A06637             ,HRB500D    ,1678,0.00124,0.0011,0.00035,0.00022,0.002,68800,0.0022,0.0146,0.00033,0.00025,0.0047,0.489,0.003,0.004,0.018000000000000002,0.085,0.0071,0.0044,0.0055,0,0,76,0,0,0,25,0,0,0,120,58,0,1510,0,0,0.810250811195417,0.9263544243197956,-4.220858895705514
7A06636             ,HRB500D    ,1800,0.0008900000000000001,0.0011,0.00037,0.0002,0.002,72750,0.0022,0.0149,0.00033999999999999997,0.00023999999999999998,0.0048,0.493,0.0033,0.006,0.019,0.073,0.0066,0.0041,0.0055,0,0,69,0,0,0,25,0,0,0,130,85,0,1650,0,0,0.8677945575319952,0.9163472070098574,-6.130617977528092
7A06635             ,HRB500D    ,1655,0.00066,0.0008,0.00031,0.00011,0.002,72900,0.0024,0.0149,0.00032,0.00016999999999999999,0.0049,0.511,0.0027,0.008,0.02,0.073,0.0068,0.0042,0.0035,0,0,69,0,0,0,50,0,0,0,130,105,0,1680,0,0,0.9785612343297971,0.9214447074010328,2.01381215469614
7A06634             ,HRB500D    ,1671,0.0012699999999999999,0.0013,0.00031,0.00031,0.002,69400,0.0021,0.0144,0.00033999999999999997,0.00033999999999999997,0.0048,0.475,0.0031,0.003,0.017,0.085,0.0073,0.0045,0.0025,0,0,77,0,0,0,25,0,0,0,140,56,0,1550,0,0,0.7174466760080958,0.8833462883793237,6.159763313609458
7A06633             ,HRB500D    ,1662,0.00065,0.001,0.00037,0.00022999999999999998,0.002,70500,0.0022,0.0145,0.00037,0.00026000000000000003,0.0049,0.48700000000000004,0.003,0.006,0.015,0.086,0.0067,0.0041,0.0045,0,0,78,0,0,0,50,0,0,0,150,102,0,1600,0,0,0.8714323309170078,0.8958490210843373,0.0
7A06629             ,HRB500D    ,1660,0.0007,0.0008,0.00033,0.00015,0.002,72350,0.0022,0.0144,0.00033,0.00018999999999999998,0.0049,0.485,0.0026,0.006999999999999999,0.017,0.084,0.0072,0.0045,0.0062,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0,0.9949393547677331,0.9261671686746986,0.0
7A06628             ,HRB500D    ,1632,0.0007,0.0007,0.00037999999999999997,0.00016,0.002,73050,0.0023,0.0144,0.00036,0.00021,0.0047,0.495,0.0027,0.006,0.02,0.08199999999999999,0.0074,0.0046,0.0059,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0,1.0715366209191672,0.942003953313253,-4.174285714285699
7A06627             ,HRB500D    ,1663,0.0008,0.0009,0.00041,0.00018,0.002,74000,0.0022,0.0139,0.00037,0.00022999999999999998,0.0047,0.479,0.0028,0.008,0.02,0.08199999999999999,0.0061,0.0038,0.0076,0,0,78,0,0,0,25,0,0,0,150,85,0,1600,0,0,0.9506026141571889,0.905496987951807,-8.457142857142859
7A06625             ,HRB500D    ,1639,0.00074,0.0008,0.00039,0.00014,0.002,72800,0.0022,0.0147,0.0004,0.00018,0.005,0.49,0.0027,0.005,0.015,0.085,0.0082,0.0051,0.006,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0,0.9744309066072591,0.9524849397590359,2.080000000000004
7A06624             ,HRB500D    ,1655,0.00079,0.0007,0.00037999999999999997,0.00014,0.002,72050,0.0021,0.013999999999999999,0.00035,0.00018,0.0047,0.467,0.0024,0.004,0.015,0.084,0.0069,0.0043,0.0041,0,0,76,0,0,0,50,0,0,0,150,85,0,1560,0,0,0.8707390425934295,0.9251090902069815,-6.320175438596481
7A06623             ,HRB500D    ,1672,0.0007099999999999999,0.0009,0.00027,0.00016,0.002,74000,0.0022,0.0143,0.0003,0.0002,0.0049,0.484,0.0029,0.009000000000000001,0.016,0.083,0.0069,0.0043,0.0069,0,0,77,0,0,0,50,0,0,0,160,85,0,1600,0,0,1.0107899489379648,0.9333584337349397,6.306818181818179
7A06622             ,HRB500D    ,1645,0.00054,0.0008,0.00037999999999999997,0.00015,0.002,72950,0.0021,0.0139,0.00036,0.00018999999999999998,0.0047,0.466,0.0029,0.005,0.016,0.081,0.0057,0.0036,0.0051,0,0,75,0,0,0,50,0,0,0,160,102,0,1560,0,0,0.9124379625249552,0.9225797420451033,-4.2412790697674305
7A06620             ,HRB500D    ,1672,0.00065,0.0012,0.00032,0.00028,0.002,74850,0.0022,0.0148,0.00031,0.00028,0.0051,0.49200000000000005,0.003,0.004,0.015,0.083,0.0063,0.0039,0.0053,0,0,79,0,0,0,50,0,0,0,180,102,0,1620,0,0,0.9225676911454813,0.9463409192324854,-2.0791666666666764
